name,ra,dec,plx,spt,spt_num,source_id,pmra,pmdec,astrometry_source
ULAS J104355.37+104803.4,160.9808856,10.8006849,,T8,28.0,ULAS J104355.37+104803.4,33.43000030517578,-75.0199966430664,catwise2020
2MASSI J1047538+212423,161.97439,21.40652,94.73,T6.5,26.5,2MASSI J1047538+212423,,,none
WISE J105047.90+505606.2,162.6987156,50.9348766,,T8,28.0,WISE J105047.90+505606.2,-440.3899841308594,-85.97999572753906,catwise2020
WISE J105130.01-213859.7,162.8753155,-21.6501076,,T8.5,28.5,WISE J105130.01-213859.7,138.44000244140625,-107.16000366210938,catwise2020
WISE J105257.95-194250.2,163.2418928,-19.7144075,,T7.5,27.5,WISE J105257.95-194250.2,313.8299865722656,-285.989990234375,catwise2020
WISEA J105553.62-165216.5,163.9727288,-16.8711523,,T9.5,29.5,WISEA J105553.62-165216.5,-871.4500122070312,274.7400207519531,catwise2020
WISE J111239.24-385700.7,168.1642027,-38.9497056,56.0,T9,29.0,WISE J111239.24-385700.7,651.75,646.8099975585938,catwise2020
2MASS J11145133-2618235,168.7150678,-26.3076368,179.2,T7.5,27.5,2MASS J11145133-2618235,24.80000114440918,-81.20000457763672,catwise2020
WISE J111838.70+312537.9,169.6604842,31.4262497,113.2,T8.5,28.5,WISE J111838.70+312537.9,-405.1400146484375,-588.6099853515625,catwise2020
WISEPC J112254.73+255021.5,170.7314536,25.8408384,,T6,26.0,WISEPC J112254.73+255021.5,66.09000396728516,-102.44000244140625,catwise2020
WISE J112438.12-042149.7,171.1586918,-4.3630458,,T7,27.0,WISE J112438.12-042149.7,-644.6499633789062,382.9100036621094,catwise2020
WISE J113949.24-332425.1,174.9549584,-33.4071537,,T7,27.0,WISE J113949.24-332425.1,-103.58000183105469,-49.70000076293945,catwise2020
WISEA J114156.67-332635.5,175.4849232,-33.4434172,,Y0,30.0,WISEA J114156.67-332635.5,-694.8699951171875,-21.950000762939453,catwise2020
WISE J114340.22+443123.8,175.9178618,44.5232783,,T8.5,28.5,WISE J114340.22+443123.8,82.19999694824219,-124.08000183105469,catwise2020
WISEP J115013.88+630240.7,177.5585011,63.0442889,,T8,28.0,WISEP J115013.88+630240.7,640.4100341796875,-823.2799682617188,catwise2020
ULAS J115239.94+113407.6,178.1656757,11.5686508,,T8.5,28.5,ULAS J115239.94+113407.6,-475.3000183105469,-23.65999984741211,catwise2020
WISE J120604.38+840110.6,181.5109156,84.0192594,,Y0,30.0,WISE J120604.38+840110.6,-583.3900146484375,-249.6699981689453,catwise2020
2MASSI J1217110-031113,184.29626,-3.18699,90.8,T7.5,27.5,2MASSI J1217110-031113,,,none
WISEPC J121756.91+162640.2AB,184.4875496,16.4437613,,T9,29.0,WISEPC J121756.91+162640.2AB,556.3599853515625,-1521.0499267578125,catwise2020
WISEA J122036.38+540717.3,185.1518901,54.1210444,,T9.5,29.5,WISEA J122036.38+540717.3,170.3100128173828,-390.5400085449219,catwise2020
WISE J122152.28-313600.8,185.46565,-31.60151,,T6.5,26.5,WISE J122152.28-313600.8,,,none
2MASS J12255432-2739466AB,186.47635,-27.66297,75.1,T6,26.0,2MASS J12255432-2739466AB,,,none
WISE J122558.86-101345.0,186.49586,-10.22815,,T6,26.0,WISE J122558.86-101345.0,,,none
2MASS J12373919+6526148,189.4123999,65.4390106,96.07,T6.5,26.5,2MASS J12373919+6526148,11.140000343322754,-3.370000123977661,catwise2020
ULAS J123828.51+095351.3,189.6177592,9.8976837,,T8,28.0,ULAS J123828.51+095351.3,-417.3699951171875,15.180000305175781,catwise2020
WISE J124309.61+844547.8,190.7811089,84.7625741,,T9,29.0,WISE J124309.61+844547.8,-563.5,-537.6799926757812,catwise2020
WISE J125015.56+262846.9,192.5649566,26.48016,53.0,T6.5,26.5,WISE J125015.56+262846.9,-46.98999786376953,490.17999267578125,catwise2020
WISE J125448.52-072828.4,193.702028,-7.4748152,,T7,27.0,WISE J125448.52-072828.4,-46.61000061035156,-159.86000061035156,catwise2020
WISE J125715.90+400854.2,194.3168478,40.1485864,,T7,27.0,WISE J125715.90+400854.2,291.1800231933594,139.77000427246094,catwise2020
VHS J125804.89-441232.4,194.5206829,-44.2092184,,T6,26.0,VHS J125804.89-441232.4,129.61000061035156,-121.05999755859375,catwise2020
Gl 494C,195.1764325,12.3548748,86.857,T8,28.0,Gl 494C,1981.7999267578125,565.5,catwise2020
WISE J130141.62-030212.9,195.4236526,-3.0373014,,T8.5,28.5,WISE J130141.62-030212.9,190.8400115966797,-368.4200134277344,catwise2020
ULAS J130217.21+130851.2,195.5705477,13.1474444,65.0,T8,28.0,ULAS J130217.21+130851.2,-481.3599853515625,-36.040000915527344,catwise2020
WISEPC J131106.24+012252.4,197.7764283,1.380611,,T9:,29.0,WISEPC J131106.24+012252.4,277.3599853515625,-759.0900268554688,catwise2020
ULAS J131508.42+082627.4,198.7849083,8.4405536,,T7.5,27.5,ULAS J131508.42+082627.4,-135.36000061035156,-195.1300048828125,catwise2020
WISE J131833.98-175826.5,199.6407678,-17.9739398,,T8,28.0,WISE J131833.98-175826.5,-547.1100463867188,28.639999389648438,catwise2020
WISEPC J132004.16+603426.2,200.0158778,60.5738533,,T6.5,26.5,WISEPC J132004.16+603426.2,-544.22998046875,-63.85000228881836,catwise2020
WISEPA J132233.66-234017.1,200.6396006,-23.6708857,,T8,28.0,WISEPA J132233.66-234017.1,-348.5299987792969,394.989990234375,catwise2020
