recno,Star,Paper,Identifier,Teff,e_Teff,logg,e_logg,atmosphere,Mass,e_Mass,RAJ2000,DEJ2000,Gaia,plx,e_plx,Massmz,B,e_B,IRexcess,gascomp,bin,binSep,Time,Ref,Comm,log(H/H(e)),l_log(H/H(e)),e_log(H/H(e)),log(He/H(e)),e_log(He/H(e)),log(Li/H(e)),e_log(Li/H(e)),AccRateLi,SinTimeLi,MassFracLi,log(Be/H(e)),e_log(Be/H(e)),SinTimeBe,log(C/H(e)),e_log(C/H(e)),AccRateC,SinTimeC,MassFracC,log(N/H(e)),e_log(N/H(e)),AccRateN,SinTimeN,MassFracN,log(O/H(e)),e_log(O/H(e)),AccRateO,AccRateOInc,AccRateODec,SinTimeO,MassFracO,log(Na/H(e)),e_log(Na/H(e)),AccRateNa,AccRateNaInc,AccRateNaDec,SinTimeNa,MassFracNa,log(Mg/H(e)),e_log(Mg/H(e)),AccRateMg,n_AccRateMg,AccRateMgInc,AccRateMgDec,SinTimeMg,MassFracMg,log(Al/H(e)),e_log(Al/H(e)),AccRateAl,AccRateAlInc,AccRateAlDec,SinTimeAl,MassFracAl,log(Si/H(e)),e_log(Si/H(e)),AccRateSi,AccRateSiInc,AccRateSiDec,SinTimeSi,MassFracSi,log(P/H(e)),e_log(P/H(e)),AccRateP,SinTimeP,MassFracP,log(S/H(e)),e_log(S/H(e)),AccRateS,SinTimeS,MassFracS,log(Cl/H(e)),e_log(Cl/H(e)),AccRateCl,SinTimeCl,MassFracCl,log(Ar/H(e)),e_log(Ar/H(e)),log(K/H(e)),e_log(K/H(e)),AccRateK,SinTimeK,log(Ca/H(e)),e_log(Ca/H(e)),AccRateCa,AccRateCaInc,AccRateCaDec,SinTimeCa,MassFracCa,log(Sc/H(e)),e_log(Sc/H(e)),AccRateSc,SinTimeSc,MassFracSc,log(Ti/H(e)),e_log(Ti/H(e)),AccRateTi,AccRateTiInc,AccRateTiDec,SinTimeTi,MassFracTi,log(V/H(e)),e_log(V/H(e)),AccRateV,SinTimeV,MassFracV,log(Cr/H(e)),e_log(Cr/H(e)),AccRateCr,AccRateCrInc,AccRateCrDec,SinTimeCr,MassFracCr,log(Mn/H(e)),e_log(Mn/H(e)),AccRateMn,AccRateMnInc,AccRateMnDec,SinTimeMn,MassFracMn,log(Fe/H(e)),e_log(Fe/H(e)),AccRateFe,AccRateFeInc,AccRateFeDec,SinTimeFe,MassFracFe,log(Co/H(e)),e_log(Co/H(e)),AccRateCo,SinTimeCo,MassFracCo,log(Ni/H(e)),e_log(Ni/H(e)),AccRateNi,AccRateNiInc,AccRateNiDec,SinTimeNi,MassFracNi,log(Cu/H(e)),e_log(Cu/H(e)),AccRateCu,SinTimeCu,MassFracCu,log(Zn/H(e)),e_log(Zn/H(e)),AccRateZn,SinTimeZn,log(Ga/H(e)),e_log(Ga/H(e)),AccRateGa,SinTimeGa,MassFracGa,log(Ge/H(e)),e_log(Ge/H(e)),AccRateGe,SinTimeGe,MassFracGe,log(As/H(e)),e_log(As/H(e)),log(Se/H(e)),e_log(Se/H(e)),log(Sr/H(e)),e_log(Sr/H(e)),AccRateSr,SinTimeSr,MassFracSr,log(Sn/H(e)),e_log(Sn/H(e)),log(I/H(e)),e_log(I/H(e)),log(Ba/H(e)),e_log(Ba/H(e)),AccRateTot,AccRateTotInc,AccRateTotDec
2631,SDSS J110304.15+414434.9,Hollands 2017,SDSS J110304.15+414434.9 Hollands 2017,5850.0,100.0,8.0,,He,,,165.7673473819,41.74307002073,Gaia DR3 778183305928430592,8.919987167,0.37381208,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.13,,,,,,,-7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,SDSS J110304.15+414434.9,Kepler 2015,SDSS J110304.15+414434.9 Kepler 2015,6121.0,260.0,8.0,0.0,He,,,165.7673473819,41.74307002073,Gaia DR3 778183305928430592,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.937,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,SDSS J105523.29+411550.1,Coutu 2019,SDSS J105523.29+411550.1 Coutu 2019,10058.0,395.0,7.88,0.17,He,0.51,0.1,163.84711025322,41.26391313283,Gaia DR3 778285113833405056,4.0783034258,0.370906062,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.95,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.93,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,SDSS J105523.28+411550.1,Kepler 2015,SDSS J105523.28+411550.1 Kepler 2015,13575.0,68.0,8.0,0.0,He,,,163.84711025322,41.26391313283,Gaia DR3 778285113833405056,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.619,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,SDSS J104156.42+411013.1,Coutu 2019,SDSS J104156.42+411013.1 Coutu 2019,7204.0,150.0,8.34,0.33,He,0.79,0.22,160.48511013845,41.17029912904,Gaia DR3 779606383212607104,4.8923679061,1.1129897634,,,,,,MS companion: Gaia DR3 779606421867685504,14372,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.77,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.84,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,SDSS J104156.42+411013.1,Kepler 2015,SDSS J104156.42+411013.1 Kepler 2015,6844.0,790.0,8.0,0.0,He,,,160.48511013845,41.17029912904,Gaia DR3 779606383212607104,,,,,,,,MS companion: Gaia DR3 779606421867685504,14372,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.855,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,SDSS J113208.77+470523.3,Coutu 2019,SDSS J113208.77+470523.3 Coutu 2019,7553.0,372.0,7.21,1.47,He,0.23,0.73,173.03656833089,47.08981851406,Gaia DR3 785774510304049280,2.3041474654,1.3426702627,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.14,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.17,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,SDSS J134116.56+302448.83,Kepler 2016,SDSS J134116.56+302448.83 Kepler 2016,6614.0,32.0,8.0,0.0,He,,,173.03656833089,47.08981851406,Gaia DR3 785774510304049280,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,SDSS J115015.74+492843.7,Coutu 2019,SDSS J115015.74+492843.7 Coutu 2019,7261.0,227.0,8.11,0.17,He,0.64,0.11,177.56552242143,49.47877637517,Gaia DR3 787888523268272000,5.2083333333,0.5181206597,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.96,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.51,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,SDSSJ115015.74+492843.7,Blouin 2020,SDSSJ115015.74+492843.7 Blouin 2020,7417.0,218.0,8.189,0.159,He,0.694,0.102,177.56552242143,49.47877637517,Gaia DR3 787888523268272000,5.343668244,0.3880874,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-4.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,SDSS J115015.73+492843.7,Hollands 2017,SDSS J115015.73+492843.7 Hollands 2017,7210.0,160.0,8.0,,He,,,177.56552242143,49.47877637517,Gaia DR3 787888523268272000,5.343668244,0.3880874,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,SDSS J234530.32+285739.87,Kepler 2016,SDSS J234530.32+285739.87 Kepler 2016,6346.0,87.0,8.0,0.0,He,,,177.56552242143,49.47877637517,Gaia DR3 787888523268272000,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,USNO-B1.0 1394-00221747,Coutu 2019,USNO-B1.0 1394-00221747 Coutu 2019,7573.0,174.0,8.07,0.06,He,0.62,0.04,176.80097459123,49.46696337694,Gaia DR3 787923780658695680,9.8039215686,0.1730103806,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-4.14,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,SDSSJ114712.18+492801.0,Dufour 2007,SDSSJ114712.18+492801.0 Dufour 2007,7810.0,80.0,,,He,,,176.80097459123,49.46696337694,Gaia DR3 787923780658695680,9.755856851,0.1272073,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,,-4.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,SDSS J111350.59+455051.2,Coutu 2019,SDSS J111350.59+455051.2 Coutu 2019,9836.0,315.0,8.09,0.09,He,0.63,0.06,168.4607267067,45.84758522833,Gaia DR3 788216246452663040,7.225433526,0.2662551372,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.85,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.76,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,SDSS J112956.37+474411.00,Genest-Beaulieu 2019,SDSS J112956.37+474411.00 Genest-Beaulieu 2019,18511.0,,7.98,,He,0.583,,172.48475,47.73638055556,Gaia DR3 788847954552967296,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,,-3.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,SDSSJ115207.15+510126.2,Blouin 2020,SDSSJ115207.15+510126.2 Blouin 2020,4790.0,233.0,8.0,,He,,,178.02984,51.02387,Gaia DR3 791078687536945792,8.686575229,1.2866707,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,SDSS J115207.15+510126.2,Coutu 2019,SDSS J115207.15+510126.2 Coutu 2019,5080.0,132.0,8.0,,He,,,178.02983,51.02389,,5.6022408964,0.3452361337,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.92,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,SDSS J115207.15+510126.2,Hollands 2017,SDSS J115207.15+510126.2 Hollands 2017,5000.0,240.0,8.0,,He,,,178.02984,51.02387,Gaia DR3 791078687536945792,8.686575229,1.2866707,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,SDSS J095406.43+334716.5,Coutu 2019,SDSS J095406.43+334716.5 Coutu 2019,10290.0,345.0,8.25,0.07,He,0.74,0.05,148.5268723634,33.78801655503,Gaia DR3 795177254568857600,6.9735006974,0.1993818191,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.8,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.09,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,GALEX 2684261956267803251,Coutu 2019,GALEX 2684261956267803251 Coutu 2019,12666.0,640.0,7.95,0.11,He,0.56,0.06,150.15442958726,35.30611057804,Gaia DR3 795577030124098304,4.7080979284,0.221661861,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.65,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.54,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,SDSS J093704.99+364647.2,Coutu 2019,SDSS J093704.99+364647.2 Coutu 2019,11733.0,565.0,7.95,0.16,He,0.55,0.1,144.27087410988,36.77974960766,Gaia DR3 798980568368200320,3.4965034965,0.2860775588,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.02,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.13,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,SDSSJ093704.99+364647.2,Dufour 2007,SDSSJ093704.99+364647.2 Dufour 2007,11190.0,430.0,,,He,,,144.27087410988,36.77974960766,Gaia DR3 798980568368200320,3.804991622,0.21705711,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,,-4.89,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.94,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,J0933+3743,Caron 2023,J0933+3743 Caron 2023,5668.0,35.0,8.065,0.021,He,0.611,0.019,143.43978130603,37.73060440407,Gaia DR3 799278226781362048,14.01579168,0.14925319,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,SDSS J094415.33+393943.0,Coutu 2019,SDSS J094415.33+393943.0 Coutu 2019,11106.0,862.0,8.39,0.23,He,0.83,0.15,146.06390230993,39.66195716331,Gaia DR3 801200997741011840,4.2498937527,0.6159004546,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.89,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.64,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,SDSSJ094415.33+393943.0,Dufour 2007,SDSSJ094415.33+393943.0 Dufour 2007,11190.0,560.0,,,He,,,146.06390230993,39.66195716331,Gaia DR3 801200997741011840,4.054787029,0.3284617,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,,-6.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.97,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,SDSSJ1010+3948,Kepler 2021,SDSSJ1010+3948 Kepler 2021,8250.0,88.0,8.048,0.043,He,0.596,0.018,152.53271194502,39.81453338249,Gaia DR3 803490735004698496,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.954,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,SDSS J101007.84+394852.2,Coutu 2019,SDSS J101007.84+394852.2 Coutu 2019,8371.0,170.0,8.05,0.06,He,0.61,0.04,152.53271194502,39.81453338249,Gaia DR3 803490735004698496,8.1433224756,0.1923097327,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-4.09,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.81,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,SDSSJ101007.84+394852.2,Dufour 2007,SDSSJ101007.84+394852.2 Dufour 2007,8470.0,90.0,,,He,,,152.53271194502,39.81453338249,Gaia DR3 803490735004698496,8.128000242,0.1306721,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,,-3.94,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.66,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,PG 1018+411,Xu 2019,PG 1018+411 Xu 2019,24440.0,400.0,8.11,0.1,H,,,155.48128491178,40.83746829868,Gaia DR3 804169064957527552,7.3554,0.064,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.86,0.2,63000000.0,,,,,0.724137931034483,,,,,,,,-5.36,0.2,24000000.0,,,,0.275862068965517,,,,,,,,,,,,,,,,,,,,,,-5.0,-1.0,120000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3,-1.0,1100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,SDSS J101558.21+414131.7,Coutu 2019,SDSS J101558.21+414131.7 Coutu 2019,9694.0,241.0,7.95,0.15,He,0.55,0.09,153.99258171575,41.69214935884,Gaia DR3 805192602906283520,4.2265426881,0.3626323608,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-4.91,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.84,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,SDSSJ101558.21+414131.7,Dufour 2007,SDSSJ101558.21+414131.7 Dufour 2007,9390.0,200.0,,,He,,,153.99258171575,41.69214935884,Gaia DR3 805192602906283520,4.156316363,0.25573033,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,,-4.66,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,SDSS J100406.63+423151.5,Coutu 2019,SDSS J100406.63+423151.5 Coutu 2019,8152.0,356.0,8.33,0.19,He,0.79,0.12,151.02771704749,42.53096696494,Gaia DR3 807172995146946816,5.2659294365,0.6156062848,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-4.36,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,SDSSJ100406.64+423151.3,Dufour 2007,SDSSJ100406.64+423151.3 Dufour 2007,8270.0,340.0,,,He,,,151.02771704749,42.53096696494,Gaia DR3 807172995146946816,4.640949919,0.36907196,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,,-4.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.98,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,SDSSJ0951+4033,Kepler 2021,SDSSJ0951+4033 Kepler 2021,8166.0,105.0,8.204,0.029,He,0.693,0.013,147.83278404312,40.55626874871,Gaia DR3 807280785942808320,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.999,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
