recno,Star,Paper,Identifier,Teff,e_Teff,logg,e_logg,atmosphere,Mass,e_Mass,RAJ2000,DEJ2000,Gaia,plx,e_plx,Massmz,B,e_B,IRexcess,gascomp,bin,binSep,Time,Ref,Comm,log(H/H(e)),l_log(H/H(e)),e_log(H/H(e)),log(He/H(e)),e_log(He/H(e)),log(Li/H(e)),e_log(Li/H(e)),AccRateLi,SinTimeLi,MassFracLi,log(Be/H(e)),e_log(Be/H(e)),SinTimeBe,log(C/H(e)),e_log(C/H(e)),AccRateC,SinTimeC,MassFracC,log(N/H(e)),e_log(N/H(e)),AccRateN,SinTimeN,MassFracN,log(O/H(e)),e_log(O/H(e)),AccRateO,AccRateOInc,AccRateODec,SinTimeO,MassFracO,log(Na/H(e)),e_log(Na/H(e)),AccRateNa,AccRateNaInc,AccRateNaDec,SinTimeNa,MassFracNa,log(Mg/H(e)),e_log(Mg/H(e)),AccRateMg,n_AccRateMg,AccRateMgInc,AccRateMgDec,SinTimeMg,MassFracMg,log(Al/H(e)),e_log(Al/H(e)),AccRateAl,AccRateAlInc,AccRateAlDec,SinTimeAl,MassFracAl,log(Si/H(e)),e_log(Si/H(e)),AccRateSi,AccRateSiInc,AccRateSiDec,SinTimeSi,MassFracSi,log(P/H(e)),e_log(P/H(e)),AccRateP,SinTimeP,MassFracP,log(S/H(e)),e_log(S/H(e)),AccRateS,SinTimeS,MassFracS,log(Cl/H(e)),e_log(Cl/H(e)),AccRateCl,SinTimeCl,MassFracCl,log(Ar/H(e)),e_log(Ar/H(e)),log(K/H(e)),e_log(K/H(e)),AccRateK,SinTimeK,log(Ca/H(e)),e_log(Ca/H(e)),AccRateCa,AccRateCaInc,AccRateCaDec,SinTimeCa,MassFracCa,log(Sc/H(e)),e_log(Sc/H(e)),AccRateSc,SinTimeSc,MassFracSc,log(Ti/H(e)),e_log(Ti/H(e)),AccRateTi,AccRateTiInc,AccRateTiDec,SinTimeTi,MassFracTi,log(V/H(e)),e_log(V/H(e)),AccRateV,SinTimeV,MassFracV,log(Cr/H(e)),e_log(Cr/H(e)),AccRateCr,AccRateCrInc,AccRateCrDec,SinTimeCr,MassFracCr,log(Mn/H(e)),e_log(Mn/H(e)),AccRateMn,AccRateMnInc,AccRateMnDec,SinTimeMn,MassFracMn,log(Fe/H(e)),e_log(Fe/H(e)),AccRateFe,AccRateFeInc,AccRateFeDec,SinTimeFe,MassFracFe,log(Co/H(e)),e_log(Co/H(e)),AccRateCo,SinTimeCo,MassFracCo,log(Ni/H(e)),e_log(Ni/H(e)),AccRateNi,AccRateNiInc,AccRateNiDec,SinTimeNi,MassFracNi,log(Cu/H(e)),e_log(Cu/H(e)),AccRateCu,SinTimeCu,MassFracCu,log(Zn/H(e)),e_log(Zn/H(e)),AccRateZn,SinTimeZn,log(Ga/H(e)),e_log(Ga/H(e)),AccRateGa,SinTimeGa,MassFracGa,log(Ge/H(e)),e_log(Ge/H(e)),AccRateGe,SinTimeGe,MassFracGe,log(As/H(e)),e_log(As/H(e)),log(Se/H(e)),e_log(Se/H(e)),log(Sr/H(e)),e_log(Sr/H(e)),AccRateSr,SinTimeSr,MassFracSr,log(Sn/H(e)),e_log(Sn/H(e)),log(I/H(e)),e_log(I/H(e)),log(Ba/H(e)),e_log(Ba/H(e)),AccRateTot,AccRateTotInc,AccRateTotDec
33,G77-50,Farihi 2011,G77-50 Farihi 2011,5310.0,100.0,8.05,0.01,H,0.6,0.01,51.29603119929,-1.82084640051,Gaia DR3 3261591090771914240,59.0663,0.0578,1.23e+27,120000,,,,,,,https://ui.adsabs.harvard.edu/abs/2011MNRAS.413.2559F/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.2,,,,,,-8.3,0.2,,,,,,,-9.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8,0.2,,,,,,,,,,,,,,,,,,,,,,,-9.9,0.2,,,,,,-10.3,0.2,,,,,,-8.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000000.0,,
34,WD0322-019,Zuckerman 2003,WD0322-019 Zuckerman 2003,5204.0,,8.0,,H,,,51.29603119929,-1.82084640051,Gaia DR3 3261591090771914240,59.06632711,0.057836663,,120000,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,WD0341+021,Koester 2014,WD0341+021 Koester 2014,22508.0,306.0,7.378,0.089,H,0.368,0.025,56.04480589681,2.2582648764,Gaia DR3 3270918350990573184,6.968899337,0.04294079,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,"""Abundances likely supported by radiative levitation, but recent accretion necessary""",,,,,,,,,,,,,,-7.55,0.2,8709.63589956081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.95,0.2,2454.70891568503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,J0333+0656,Caron 2023,J0333+0656 Caron 2023,7156.0,55.0,8.196,0.039,He,0.699,0.036,53.34827678364,6.94416546241,Gaia DR3 3276355500412926336,9.377586431,0.19958985,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,SDSSJ0333+0656,Kilic 2020,SDSSJ0333+0656 Kilic 2020,7037.0,,,,He,,,53.34827678364,6.94416546241,Gaia DR3 3276355500412926336,9.377586431,0.19958985,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,SDSS J044751.21+112403.8,Coutu 2019,SDSS J044751.21+112403.8 Coutu 2019,6598.0,141.0,7.81,0.29,He,0.47,0.17,71.96336877994,11.40109170482,Gaia DR3 3295565239861125888,4.8402710552,0.7871883226,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.69,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.28,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,SDSSJ044751.21+112403.8,Blouin 2020,SDSSJ044751.21+112403.8 Blouin 2020,6966.0,175.0,7.858,0.284,He,0.492,0.171,71.96336877994,11.40109170482,Gaia DR3 3295565239861125888,4.788496006,0.5430243,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3.7,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,SDSS J044751.20+112403.7,Hollands 2017,SDSS J044751.20+112403.7 Hollands 2017,6530.0,190.0,8.0,,He,,,71.96336877994,11.40109170482,Gaia DR3 3295565239861125888,4.788496006,0.5430243,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,WD0431+126,Koester 2014,WD0431+126 Koester 2014,20844.0,283.0,8.054,0.089,H,0.653,0.048,68.43734484391,12.71121044632,Gaia DR3 3306722607119077120,21.13177439,0.034443296,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,,,,,,,,,,,-8.3,-1.0,22908.6765276777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1,0.15,21379.6208950223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,LP 475-242,Zuckerman 2013,LP 475-242 Zuckerman 2013,15120.0,,8.25,,He,0.74,,70.09949211672,13.97941126551,Gaia DR3 3308403897837092992,21.7599,0.0329,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2013ApJ...770..140Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,WD0421+162,Koester 2014,WD0421+162 Koester 2014,19322.0,262.0,8.104,0.089,H,0.677,0.049,65.98207228692,16.35420057845,Gaia DR3 3313606340183243136,22.08826026,0.032218892,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,,,,,,,,,,,-8.3,-1.0,30902.9543251359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,0.15,186208.713666287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,WD 0625+100,Leggett 2018,WD 0625+100 Leggett 2018,8519.0,96.0,8.042,0.036,He,0.603,0.031,96.90656950266,10.03718623659,Gaia DR3 3327488430402704000,18.9008,0.0588,,,,,,M-dwarf companion: Gaia DR3 3327487537050352640,6646,,https://ui.adsabs.harvard.edu/abs/2018ApJS..239...26L/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,J0627+1002,Caron 2023,J0627+1002 Caron 2023,8490.0,58.0,8.049,0.01,He,0.607,0.008,96.90656950266,10.03718623659,Gaia DR3 3327488430402704000,18.90080947,0.058753353,,,,,,M-dwarf companion: Gaia DR3 3327487537050352640,6646,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,WD 0625+10,Coutu 2019,WD 0625+10 Coutu 2019,8429.0,411.0,8.07,0.09,He,0.62,0.06,96.90656950266,10.03718623659,Gaia DR3 3327488430402704000,18.9393939394,0.0717401286,,,,,,M-dwarf companion: Gaia DR3 3327487537050352640,6646,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.08,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.5,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,G105-B2B,Dupuis 1993,G105-B2B Dupuis 1993,8800.0,,,,He,,,96.90656950266,10.03718623659,Gaia DR3 3327488430402704000,18.9008,0.0588,,,,,,M-dwarf companion: Gaia DR3 3327487537050352640,6646,,https://ui.adsabs.harvard.edu/abs/1993ApJS...87..345D/abstract,,-4.0,,-1.0,,,,,,,,,,,-6.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,-7.2,-1.0,,,,,,,,,,,,,,-7.5,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,WD0625+100,Zeidler 1986,WD0625+100 Zeidler 1986,8800.0,,8.0,,He,,,96.90656950266,10.03718623659,Gaia DR3 3327488430402704000,18.9008,0.0588,,,,,,M-dwarf companion: Gaia DR3 3327487537050352640,6646,,https://ui.adsabs.harvard.edu/abs/1986A%26A...155..356Z/abstract,,-4.0,,-1.0,,,,,,,,,,,-6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-7.2,-1.0,,,,,,,,,,,,,,-7.5,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,GD 71,Dobbie 2005,GD 71 Dobbie 2005,32625.0,25.0,7.89,0.01,H,,,88.11508274689,15.88700802605,Gaia DR3 3348071631670500736,19.5638,0.0551,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005MNRAS.363..763D/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.57,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,WD0549+158,Barstow 2014,WD0549+158 Barstow 2014,32780.0,,,,H,,,88.11508274689,15.88700802605,Gaia DR3 3348071631670500736,19.5638,0.0551,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1607B/abstract,,,,,,,,,,,,,,,-8.6903698326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8416375079,0.3046093241,,,,,,-8.4156687756,0.1798250589,,,,-9.0915149811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Gaia DR3 3351139990665573120,Badenas-Agusti 2023,Gaia DR3 3351139990665573120 Badenas-Agusti 2023,12806.0,2617.0,7.6525,0.495,He,0.4077,0.2681,101.49335914077,11.20648095716,Gaia DR3 3351139990665573120,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023arXiv231019790B/abstract,Good Fit,-3.946,,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5846,0.3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Gaia DR3 3360183783038606336,Badenas-Agusti 2023,Gaia DR3 3360183783038606336 Badenas-Agusti 2023,9416.70122578,98.6745436577,7.9859280035,0.0222913594,H,0.5904501012,0.0130759026,106.3691718695,16.1982067167,Gaia DR3 3360183783038606336,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023arXiv231019790B/abstract,"""Good spectral fit, but H-alpha inconsistent with best-fit photometric solution""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Gaia J0510+2315 (Phot Opt),Rogers 2023,Gaia J0510+2315 (Phot Opt) Rogers 2023,20130.0,145.0,8.13,0.02,H,0.7,,77.50894297759,23.26150565164,Gaia DR3 3415788525598117248,15.3129,0.0415,4.40505278061455e+16,,,disc,gas,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3437R/abstract,,,,,,,,,,,,,,,,,,,,,,,,,-4.35,0.11,,,,,,,,,,,,,-5.35,0.1,,,,,203752.97898184,,,,,,,,,-5.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133000000.0,,
1216,Gaia J0510+2315 (Phot UV),Rogers 2023,Gaia J0510+2315 (Phot UV) Rogers 2023,20130.0,145.0,8.13,0.02,H,0.7,,77.50894297759,23.26150565164,Gaia DR3 3415788525598117248,15.3129,0.0415,4.40505278061455e+16,,,disc,gas,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3437R/abstract,,,,,,,,,,,,,,,,,,,,,,,,,-5.07,0.12,,,,,,,,,,,,,,,,,,,203752.97898184,,-6.99,0.15,,,,,,-5.88,0.11,,,,,,,,,,,-6.19,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133000000.0,,
1358,GaiaJ0510+2315,Melis 2020,GaiaJ0510+2315 Melis 2020,21700.0,1000.0,8.2,0.1,H,0.75,,77.50894297759,23.26150565164,Gaia DR3 3415788525598117248,15.3129,0.0415,,,,,gas,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...905...56M/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,Gaia J0510+2315 (Spec Opt),Rogers 2023,Gaia J0510+2315 (Spec Opt) Rogers 2023,21700.0,304.0,8.22,0.04,H,0.76,,77.50894297759,23.26150565164,Gaia DR3 3415788525598117248,15.3129,0.0415,3.79897703901508e+16,,,disc,gas,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3437R/abstract,Gaseous emission when finidng upper limit for Fe,,,,,,,,,,,,,,,,,,,,,,,,-4.23,0.11,,,,,,-5.44,-1.0,,,,,,-5.23,0.1,,,,,173421.910808494,,-5.3,-1.0,,,,,,-5.12,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.31,0.1,,,,,,,,,,,-5.86,-1.0,,,,,,,,,,,-4.53,-1.0,,,,,,,,,,,,,-4.1,-1.0,,,,,,,,,,,-3.77,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212000000.0,,
1373,Gaia J0510+2315 (Spec UV),Rogers 2023,Gaia J0510+2315 (Spec UV) Rogers 2023,21700.0,304.0,8.22,0.04,H,0.76,,77.50894297759,23.26150565164,Gaia DR3 3415788525598117248,15.3129,0.0415,3.79897703901508e+16,,,disc,gas,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3437R/abstract,,,,,,,,,,,,,,,-8.27,-1.0,,,,,,,,,-4.98,0.12,,,,,,,,,,,,,,,,,,,173421.910808494,,-7.04,0.1,,,,,,-5.85,0.17,,,,,,-7.9,-1.0,,,,-6.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.6,-1.0,,,,,,,,,,,-7.2,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212000000.0,,
886,Gaia DR3 3433524747667276544,Badenas-Agusti 2023,Gaia DR3 3433524747667276544 Badenas-Agusti 2023,7875.0,346.0,8.0871,0.0818,He,0.6293,0.0522,95.04872671278,27.92977117933,Gaia DR3 3433524747667276544,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023arXiv231019790B/abstract,Good Fit,-4.0,,0.2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.5367,0.0955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Gaia DR3 3440707857129932672,Badenas-Agusti 2023,Gaia DR3 3440707857129932672 Badenas-Agusti 2023,7898.8366207,67.1780539121,7.9553649281,0.0226675189,H,0.5681813975,0.0131305804,95.26372579373,35.06660201392,Gaia DR3 3440707857129932672,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023arXiv231019790B/abstract,Good Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,J0543+3637,Caron 2023,J0543+3637 Caron 2023,6447.0,13.0,8.055,0.004,H,0.607,0.004,85.78072119142,36.61700249744,Gaia DR3 3455921181049073280,44.97581993,0.035161644,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,LSPM J0543+3637,Blouin 2022,LSPM J0543+3637 Blouin 2022,6410.0,35.0,8.048,0.014,H,0.619,0.009,85.78072119142,36.61700249744,Gaia DR3 3455921181049073280,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.1059B/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.63,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316227766.016838,,
1763,WD J1141-3504,O'Brien 2023,WD J1141-3504 O'Brien 2023,4880.0,20.0,8.07,0.01,H,,,175.34325551069,-35.06859272922,Gaia DR3 3464893058489831552,34.18,0.09,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.3055O/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.11,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,WD 1124-293,Farihi 2009,WD 1124-293 Farihi 2009,9700.0,,,,H,0.63,,171.789625,-29.670975,Gaia DR3 3482983495102507904,33.53,,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2009ApJ...694..805F/abstract,Disc from absorption (Manser et al. 2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,
523,WD 1124-293,Steele 2021,WD 1124-293 Steele 2021,9367.0,,7.99,,H,0.575,,171.78855143657,-29.66977765529,Gaia DR3 3482983495102507904,29.827,0.0304,,,,disc,gas,,,,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...25S/abstract,Disc from absorption (Manser et al. 2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.3,-1.0,,,,,,-7.689,0.024,,,,,,,-8.8,-1.0,,,,,,-7.5,-1.0,,,,,,,,,,,,,,,,,,,,,,,-8.0,-1.0,,,-8.872,0.188,,,,,,,,,,,-8.5,-1.0,,,,,,,,,,,,,,,,,,-8.5,-1.0,,,,,,-7.814,0.13,,,,,,,,,,,-8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,WD1124-293,Koester 2006,WD1124-293 Koester 2006,9700.0,,8.1,,H,0.663,,171.78855143657,-29.66977765529,Gaia DR3 3482983495102507904,29.82702372,0.030435704,2.88646705379032e+22,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2006A%26A...453.1051K/abstract,Disc from absorption (Manser et al. 2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.2,,,,,6153241594.13245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12875055.4855007,,
1687,WD1124-293,Kawka & Vennes 2011,WD1124-293 Kawka & Vennes 2011,9470.0,,8.11,,H,,,171.78855143657,-29.66977765529,Gaia DR3 3482983495102507904,29.82702372,0.030435704,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2011AIPC.1331..238K/abstract,Disc from absorption (Manser et al. 2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
