kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,class,vetoes,flags_classify,koi_period,koi_depth,koi_depth_in_tess_band_ppm,pdc_depth_ppm,pdc_total_err_ppm,pdc_z,pdc_z_pop,pdc_ratio,sap_depth_ppm,sap_total_err_ppm,sap_z,sap_z_pop,sap_ratio,sap_minus_pdcsap_z,background_direction,pdc_odd_even_sigma,sap_odd_even_sigma,duration_verdict,z_duration,t14_ratio_observed,t14_ratio_expected_fixed_b,epoch_offset_minutes,epoch_offset_sigma,epoch_search_snr_best,pdc_n_transits,sap_n_transits,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_depth_reduction_spread_ppm,sap_depth_reduction_spread_ppm,pdc_sector_scatter_chi2_per_dof,ra,dec,shard
K00157.03,Kepler-11 e,6541920,169175503,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,31.995525,1376.1,1363.6922,2223.8099,1196.3322,0.9050256,-0.0091964733,1.6307272,2002.1895,1118.7152,0.6845272,0.17650191,1.4682123,-0.74368684,PDC_DEEPER_THAN_SAP,0.41474226,0.75037477,fixed_b,-2.1544679,0.83255321,1.0172817,-85.651127,11.269762,5.3896923,9,9,"14,15,74,75,81,82,41,54,55","QLP,SPOC","120,600",837.27757,657.05396,3.5527031,297.11511,41.909142,0
K00157.04,Kepler-11 f,6541920,169175503,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,46.68562,588.8,566.59801,2128.96,1211.0163,2.3171625,0.32073182,3.7574434,2423.2393,898.18774,3.8814545,1.0175864,4.2768229,-0.31167677,PDC_DEEPER_THAN_SAP,0.36424874,0.81648913,tracks_b,-9.0237399,0.63245553,1.0211984,95.691,5.1988972,4.1824828,5,5,"14,15,74,75,81,82,41,54,55","QLP,SPOC","120,600",1098.8452,788.14513,5.5009104,297.11511,41.909142,0
K00157.05,Kepler-11 g,6541920,169175503,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,118.37867,1083.3,1039.9629,1086.2864,1134.1348,0.040799441,-0.096342189,1.0445434,892.08825,855.62455,-0.17249007,-0.048225121,0.85780773,-0.1383674,PDC_DEEPER_THAN_SAP,,,duration_inconsistent,11.379315,1.958045,1.0006368,0,,2.9932946,1,1,"14,15,74,75,81,82,41,54,55","QLP,SPOC","120,600",220.34638,,,297.11511,41.909142,0
K02062.01,Kepler-1077 b,6774880,159574927,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,34.351134,599.4,616.4278,-3337.9456,2849.3069,-1.3877046,-0.33779988,-5.4149823,-1611.6749,1709.0282,-1.3033794,-0.34453858,-2.6145397,,,,,inconclusive,,0.63245553,,0,,1.0190021,1,1,"81,82",SPOC,120,,,,291.03363,42.26786,0
K07791.01,,6790592,271752221,tic_kic_crossid,CANDIDATE,consistent,odd_even_significant,pdc_deeper_than_sap,106.18732,266.1,245.45441,321.3977,166.4464,0.50423673,-0.10184804,1.3093988,41.110708,17.018446,-4.1104649,-1.0891944,0.16748816,-15.881119,PDC_DEEPER_THAN_SAP,14.624129,1.2039663,fixed_b,1.8780557,1.6807354,1.0019768,308.7,0.13429548,19.033284,4,4,"74,75,81,82,14,15,40,41,54,55","QLP,TESS-SPOC","1800,200,600",165.58763,4.8224934,149.71801,295.43973,42.209061,0
K01732.01,Kepler-944 b,6869184,270610053,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,43.316743,987.5,947.98247,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,293.60126,42.379761,0
K02681.01,Kepler-397 c,6878240,271963778,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,135.49783,5038.1,5101.4264,20173.149,10009.743,2.7555084,0.39031966,3.9544134,1689.5516,766.8995,-2.4185458,-0.64275193,0.33119199,-2.845327,PDC_DEEPER_THAN_SAP,,,fixed_b,0.22712638,1.2383764,1.1471361,0,,2.5020587,1,1,"74,75,81,82",SPOC,120,61.905871,16.631452,,295.8941,42.380451,0
K03407.01,Kepler-1490 b,7131760,271959909,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,92.436978,955.2,1023.3407,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,81,SPOC,120,,,,295.69357,42.609509,0
K00373.01,Kepler-1718 b,7364176,63212231,name_planet,CONFIRMED,not_measured,,,135.18799,663.4,637.89609,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"40,41,74,75,81,82,15,54,55","QLP,SPOC","120,1800,600",,,,292.23492,42.909458,0
K05385.01,,7383840,273142174,tic_kic_crossid,CANDIDATE,not_measured,,,331.70918,3463,4548.6603,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,81,SPOC,120,,,,297.39856,42.991539,0
K05387.01,,7416016,351800638,tic_kic_crossid,CANDIDATE,not_measured,,,297.78282,392.4,371.848,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"40,41,53,74,80,81",SPOC,120,,,,280.35452,43.056671,0
K01486.01,Kepler-302 c,7898352,270951852,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,127.28244,8088.6,8209.9995,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,294.31699,43.629341,0
K01486.02,Kepler-302 b,7898352,270951852,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,30.183702,974.9,937.44314,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,294.31699,43.629341,0
K00092.01,Kepler-1709 b,7941200,164464070,tic_kic_crossid_confirms_name_planet,CONFIRMED,consistent,duration_not_fixed_b,,65.704527,636.1,628.73742,582.62343,251.2019,-0.17537241,-0.30482431,0.9266562,492.26551,220.11192,-0.54350352,-0.14834208,0.78294291,-0.63781824,PDC_DEEPER_THAN_SAP,1.0086446,0.96181606,tracks_b,-4.5492105,0.69314484,0.99846842,-33.130483,2.6108674,3.0270434,3,4,"40,41,53,74,75,80,81,14,26","QLP,SPOC","120,1800",161.42066,153.78881,0.51279367,283.37482,43.788219,0
K00571.05,Kepler-186 f,8120608,268159861,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,129.94539,500.1,540.35651,-587.99841,774.21481,-1.454225,-0.40811638,-1.0881675,-520.47501,570.78548,-1.8510749,-0.49028944,-0.96320669,,,0.45140542,0.35892146,inconclusive,,1.8420157,,0,,0.21884205,3,3,"41,54,55,74,75,81,82",SPOC,120,,,1.6865665,298.65271,43.955021,0
K00904.03,Kepler-55 c,8150320,164884002,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,42.140609,895.5,846.30187,-1491.7081,1997.9255,-1.1697078,-0.31251129,-1.7626194,-703.99684,909.63095,-1.7007348,-0.45060937,-0.83185075,,,0.32637799,0.30388661,inconclusive,,1.4426999,,0,,0.70901988,4,4,"74,75,80,81,82",SPOC,120,,,0.077435453,285.16833,44.026459,0
K06176.01,,8223568,158629002,tic_kic_crossid,CANDIDATE,not_measurable,,,143.09688,125,121.24494,316.28975,115.34773,2.361888,0.24868352,2.6086842,-16.531983,77.55711,-1.7111891,-0.45466887,-0.13635194,,,1.1636784,2.5223922,fixed_b,-1.6480161,0.54288352,1.0063772,354.65808,0.42000536,3.8145417,3,3,"40,41,53,55,74,75,80,82,14,54","QLP,SPOC,TESS-SPOC","120,1800,600",80.186641,,1.006359,287.9856,44.147202,0
K06176.02,,8223568,158629002,tic_kic_crossid,CANDIDATE,not_measured,,,73.456757,,,65.028535,228.48739,,,,55.650459,220.56321,,,,0.013161754,SAP_DEEPER_THAN_PDC,1.3148418,1.2984358,inconclusive,,0.57707996,,0,,1.2991325,2,2,"40,41,53,55,74,75,80,82,14,54","QLP,SPOC,TESS-SPOC","120,1800,600",52.28241,39.949518,1.7288091,287.9856,44.147202,0
K02174.02,Kepler-1802 c,8261920,239291510,tic_kic_crossid_confirms_name_host,CONFIRMED,not_measured,,,33.136286,825.2,838.36639,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,300.24222,44.141399,0
K07592.01,,8423344,158844397,tic_kic_crossid,CANDIDATE,not_measurable,,,381.97977,900,842.21077,1059.8071,3625.2996,0.059815154,-0.013190571,1.2583633,19486.797,3819.0745,7.6979034,2.0245518,23.137673,,,,,fixed_b,1.3279023,2.1459355,1.0033564,0,,0.71955546,1,1,"55,81,82,40,41,53,54,74,75","QLP,SPOC","120,200,600",,,,288.96823,44.448341,0
K02094.01,Kepler-1090 c,8505920,271885110,tic_kic_crossid_confirms_name_planet,CONFIRMED,not_measurable,,,42.426965,632.4,696.03936,2127.9523,2604.3002,0.54970753,0.093148668,3.0572299,1373.5041,1838.4115,0.36834572,0.096285915,1.9733139,-0.27518582,PDC_DEEPER_THAN_SAP,,,fixed_b,1.7632916,2.5,1.163056,0,,1.3777924,1,1,"81,82",SPOC,120,247.53444,191.17905,,295.66287,44.525841,0
K02094.02,Kepler-1090 b,8505920,271885110,tic_kic_crossid_confirms_name_planet,CONFIRMED,not_measured,,,198.68086,645.4,645.31538,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"81,82",SPOC,120,,,,295.66287,44.525841,0
K01275.01,Kepler-803 b,8583696,268608781,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,50.28636,1119.3,1078.0612,1058.9643,1254.8401,-0.015203832,-0.10232499,0.98228589,668.70701,928.27917,-0.34379635,-0.09228926,0.62028668,-1.570718,PDC_DEEPER_THAN_SAP,0.76820617,4.2940855,fixed_b,-0.44981205,0.88499605,0.99973691,0,,2.0693334,5,5,"74,75,81,82,14,15,41,54,55","QLP,SPOC","120,1800,600",1122.6317,877.16343,1.851703,299.22162,44.693871,0
K08159.02,,8608544,164671104,tic_kic_crossid,CANDIDATE,not_measured,,,353.01861,375.1,362.8549,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"81,82",SPOC,120,,,,284.19217,44.762112,0
K07073.01,,8625408,63075084,tic_kic_crossid,CANDIDATE,not_measurable,,,279.03656,395.2,484.0111,-427.17435,627.15295,-1.4511306,-0.41599286,-0.8825714,-1165.0254,625.59204,-2.6327499,-0.6960478,-2.4070222,,,,,inconclusive,,0.48044977,,0,,0.87336254,1,1,"74,75,81,82,14,15,40,41,54","QLP,SPOC","120,1800,600",,,,292.01733,44.713268,0
K07099.01,,8845552,239288924,tic_kic_crossid,CANDIDATE,not_measurable,,,34.035777,386.6,384.26014,-3555.1564,5651.9068,-0.69697567,-0.16497476,-9.2519523,-1146.4927,2510.6017,-0.60957828,-0.16110221,-2.983637,-0.096098041,PDC_DEEPER_THAN_SAP,,,inconclusive,,2.3518557,,0,,2.9310041,1,1,"81,82",SPOC,120,,,,300.30533,45.093418,0
K02323.01,,8872048,158172454,tic_kic_crossid,CANDIDATE,not_measured,,,58.355126,,,-4840.3184,1866.5827,,,,-1645.7405,655.18846,,,,,,0.24296522,0.34456668,inconclusive,,2.5,,0,,-1.1344804,2,2,"80,81,82",SPOC,120,,,0.059032096,286.07202,45.136711,0
K05640.01,,9214176,159302758,tic_kic_crossid,CANDIDATE,not_measured,,,348.66596,391.2,373.23036,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,80,81,82,14,15,40,41,54,55","QLP,SPOC","120,1800,600",,,,290.15314,45.635471,0
K05654.01,,9304976,269270474,tic_kic_crossid,CANDIDATE,not_measured,,,54.695712,1096,1195.449,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,299.81772,45.709164,0
K02082.01,Kepler-1790 b,9472000,271164778,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,31.588898,360.6,347.88683,-818.11324,943.35329,-1.2356491,-0.32107128,-2.3516649,-452.70728,612.86809,-1.3053883,-0.3455345,-1.3013062,,,0.1144501,0.0078807244,inconclusive,,1.4874442,,0,,0.27499426,4,4,"74,75,81,82",SPOC,120,,,0.17080776,294.56693,46.075802,0
K05689.01,,9534832,271546665,tic_kic_crossid,CANDIDATE,not_measured,,,114.12716,974,969.048,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,295.18097,46.179401,0
K02217.01,,9580992,158787273,tic_kic_crossid,CANDIDATE,not_measurable,,,37.803412,678.1,752.75271,13507.72,5147.112,7.4417148,1.3808356,17.944433,1296.6082,1168.5958,0.46487814,0.12114555,1.7224889,-2.6242701,PDC_DEEPER_THAN_SAP,,,fixed_b,0.11014305,1.7328621,1.6689001,-255.29213,3.2234798,3.5839873,1,1,"80,82",SPOC,120,3505.4372,272.83701,,288.64252,46.21566,0
K07223.01,,9674320,239285928,tic_kic_crossid,CANDIDATE,not_measured,,,317.06242,442.9,437.71806,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,300.34525,46.339882,0
K02553.01,Kepler-1858 b,9832208,63205796,name_planet,CONFIRMED,not_measured,,,88.071277,885.4,849.21406,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,82,SPOC,120,,,,292.30743,46.62664,0
K01955.02,Kepler-342 d,9892816,63293562,name_planet,CONFIRMED,not_measurable,,,39.457623,244.8,263.73458,-1402.7818,569.19808,-2.9267972,-0.71325041,-5.3189149,-431.45917,198.91304,-3.4848864,-0.92201099,-1.6359598,,,0.59192946,2.6323778,inconclusive,,0.94074229,,0,,-0.17377596,4,4,"74,75,81,82,14,15,40,41,54,55","QLP,SPOC","120,1800,600",286.80425,,3.9135441,292.67807,46.726711,0
K05737.01,,9941136,158272852,tic_kic_crossid,CANDIDATE,not_measured,,,376.24253,185.7,179.77704,,,,,,,,,,,,,,,inconclusive,,0.85837422,,0,,2.8545614,0,0,"40,41,53,54,55,74,75,80,82,14,15","QLP,SPOC","120,1800",,,,286.63068,46.843369,0
K02312.01,,10026544,273045012,tic_kic_crossid,CANDIDATE,not_measurable,,,176.33129,109.8,106.19812,-589.68391,1580.0988,-0.44038661,-0.10703422,-5.5526773,-4542.4088,1673.8512,-2.7770941,-0.73251409,-42.772967,,,,,inconclusive,,2.5,,0,,1.8761907,1,1,"74,75,81,82,14,15,41,54","QLP,SPOC","120,1800,600",,,,297.28317,46.90453,0
K05776.01,,10199984,158731082,tic_kic_crossid,CANDIDATE,not_measurable,,,198.6004,300.8,296.31784,903.01914,885.37072,0.68458177,0.11582047,3.047468,440.98325,740.36441,0.19512479,0.050556473,1.4882103,-1.5021257,PDC_DEEPER_THAN_SAP,0.82847304,0.026442068,fixed_b,0.71613228,1.4874442,1.0205378,0,,1.6320734,3,3,"74,75,80,81,82,14,15,40,41,53,54,55","QLP,SPOC","120,1800,600",621.03526,657.17668,0.43534764,288.47318,47.247921,0
K05789.01,,10387792,164525284,tic_kic_crossid,CANDIDATE,not_measured,,,383.26217,448.4,427.66198,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"75,80,81,82,14,40,41,53,54,55","QLP,SPOC","120,1800,600",,,,283.46307,47.5546,0
K01301.02,Kepler-284 c,10538176,275486985,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,37.514213,935,900.1767,9514.3662,3953.2702,5.6123925,0.99111995,10.569443,4005.1821,1670.3234,3.5402312,0.9282747,4.4493287,-1.6665856,PDC_DEEPER_THAN_SAP,,,fixed_b,-1.3211193,0.7368063,1.0694858,0,,2.4069309,1,1,82,SPOC,120,53.821642,123.58113,,293.14648,47.729649,0
K05821.01,,10678912,272598843,tic_kic_crossid,CANDIDATE,not_measured,,,113.71363,,,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,296.75278,47.973282,0
K01311.01,Kepler-1667 b,10713616,48353636,name_planet,CONFIRMED,not_measurable,,,83.578198,630.8,617.44341,154.91533,516.10564,-0.89430627,-0.33919258,0.25089802,65.785175,431.336,-1.2751114,-0.33948964,0.10654446,,,1.5626705,1.8875881,fixed_b,2.650063,2.5,0.98386213,0,,1.3082536,3,3,"74,75,80,81,82,14,15,40,41,53,54,55","QLP,SPOC","120,1800,600",212.4486,,1.2234902,283.53296,48.094261,0
K05830.01,,10809888,351189042,tic_kic_crossid,CANDIDATE,not_measurable,,,72.782432,245.8,234.39457,190.31567,883.73895,-0.049837009,-0.041772781,0.81194574,119.65873,910.25977,-0.12595034,-0.033795824,0.51050131,,,,,fixed_b,1.8690358,2.3518557,0.99861571,0,,1.3463457,2,2,"14,15,41,54,55,56,74,75",QLP,"1800,200,600",,,0.7547878,296.5499,48.186661,0
K01299.01,Kepler-432 b,10864656,26817004,name_planet,CONFIRMED,consistent,odd_even_significant,,52.500864,946.7,901.48945,766.64717,248.56773,-0.49366204,-0.46238209,0.85042278,617.97286,110.4446,-2.0319036,-0.54798837,0.68550205,-1.8835022,PDC_DEEPER_THAN_SAP,3.1185727,2.8064204,fixed_b,0.031474004,1,0.99790404,-0.0894396,0.0041113925,6.5997124,3,4,"40,54,55,74,75,81,82,14,15","QLP,SPOC","120,1800",219.7542,63.117436,6.0792371,293.2822,48.2859,0
K00536.01,Kepler-591 b,10965008,405686888,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,81.170159,1183.2,1223.6759,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,80,82",SPOC,120,,,,286.02402,48.43177,0
K05848.01,,10979952,27009500,tic_kic_crossid,CANDIDATE,not_measured,,,323.15936,368.6,351.80278,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"14,15,40,41,54,55,74,75,81,82",QLP,"1800,200,600",,,,293.88602,48.469292,0
K02696.01,,11071200,267667925,tic_kic_crossid,CANDIDATE,consistent,duration_not_fixed_b,pdc_deeper_than_sap,96.45622,950.5,952.74129,1199.4967,422.5481,0.646364,-0.17764499,1.2589952,411.91223,238.30978,-2.2190988,-0.59403526,0.43234426,-3.362168,PDC_DEEPER_THAN_SAP,1.0032974,0.36343123,tracks_b,-9.4203836,0.52655288,1.0083734,55.88544,1.6231415,5.2660805,3,3,"74,75,80,81,82,14,15,40,41,53,55","QLP,SPOC","120,1800,600",355.89905,84.152291,3.7562629,284.41592,48.65802,0
K02696.02,,11071200,267667925,tic_kic_crossid,CANDIDATE,not_measurable,,,44.564383,360.5,365.77375,-620.56394,268.87218,-3.6546019,-0.98013455,-1.6965786,-984.44913,229.50556,-5.8528173,-1.5470723,-2.6914154,,,4.0404483,3.24288,inconclusive,,0.51071349,,0,,0.020559353,4,5,"74,75,80,81,82,14,15,40,41,53,55","QLP,SPOC","120,1800,600",92.295365,,10.806222,284.41592,48.65802,0
K05892.01,,11393248,405718580,tic_kic_crossid,CANDIDATE,not_measurable,,,37.959659,287.9,278.18538,-1895.6824,2465.3547,-0.88154195,-0.21175229,-6.8144575,-649.55892,1108.122,-0.83616716,-0.22107826,-2.3349858,-0.19786112,PDC_DEEPER_THAN_SAP,1.8789542,1.838605,inconclusive,,1.6301767,,0,,2.2320944,3,3,"80,81,82",SPOC,120,,,3.3089434,286.30084,49.211319,0
K05896.01,,11414368,27990564,tic_kic_crossid,CANDIDATE,not_measured,,,434.28175,663.1,638.41237,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,296.96423,49.202339,0
K05901.01,,11456256,424867477,tic_kic_crossid,CANDIDATE,not_measurable,,,61.611129,82.9,80.689089,6.1880873,98.484322,-0.75509665,-0.26447868,0.076690509,-7.8604994,389.69472,-0.22720157,-0.060384244,-0.09741713,0.23256883,SAP_DEEPER_THAN_PDC,0.93317664,1.3525182,duration_inconsistent,4.6529712,2.3518557,0.99298814,0,,1.1462148,5,5,"74,75,81,82,14,15,40,54,55,56","QLP,SPOC,TESS-SPOC","120,1800,200,600",16.010573,376.50389,1.7180579,292.43137,49.368561,0
K05902.01,,11457664,26814184,tic_kic_crossid,CANDIDATE,not_measurable,,,150.72828,213.5,206.23519,531.49793,2191.7834,0.14831591,0.022603603,2.5771447,774.18445,1788.3336,0.31731251,0.083421257,3.7538912,0.057951122,SAP_DEEPER_THAN_PDC,,,fixed_b,-0.090571033,0.91244354,1.0086417,0,,1.859998,1,1,"74,75,81,82",SPOC,120,193.10913,84.677639,,293.16309,49.383331,0
K02296.01,Kepler-1177 b,11498128,399826020,tic_kic_crossid_confirms_name_planet,CONFIRMED,not_measurable,,,106.24788,397.4,389.56404,935.87187,1002.3616,0.54482674,0.078071313,2.4023569,4870.7644,821.0388,13.878098,3.6475176,12.503116,3.0380761,SAP_DEEPER_THAN_PDC,,,duration_inconsistent,8.9031132,2.5,1.0151994,0,,1.4615342,1,1,"74,75,80,81,82",SPOC,120,,36.202764,,286.67145,49.406288,0
K00353.01,,11566064,27396246,name_host,CANDIDATE,consistent,duration_not_fixed_b,pdc_deeper_than_sap,152.10604,3688.3,3787.2244,4799.5896,1749.4334,0.64367061,-0.16795602,1.2673106,1004.4246,933.47408,-1.4259548,-0.37847406,0.26521392,-8.1541855,PDC_DEEPER_THAN_SAP,,,duration_inconsistent,6.7749498,1.8991445,1.0236776,-111.7755,8.5001353,7.9162605,2,2,"40,41,54,55,74,75,76,81,82,83,14,15,56","QLP,SPOC","120,1800,200",1641.013,868.74073,9.7167045,295.21268,49.56218,0
K00353.02,Kepler-1717 b,11566064,27396246,name_host,CONFIRMED,not_measurable,,,30.652894,269.7,267.26857,-182.37451,295.59137,-1.5173806,-0.4460369,-0.68236423,-43.696604,234.41098,-1.3213455,-0.35102488,-0.16349324,,,0.77676215,0.65424148,inconclusive,,2.1459355,,0,,2.2308206,11,12,"40,41,54,55,74,75,76,81,82,83,14,15,56","QLP,SPOC","120,1800,200",,,1.050617,295.21268,49.56218,0
K01831.01,Kepler-324 c,11601584,243271716,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,51.809828,1025.4,982.53736,618.65414,662.80376,-0.54719809,-0.29361987,0.62964949,167.39502,346.86693,-2.3221233,-0.61870036,0.17037013,-0.35067632,PDC_DEEPER_THAN_SAP,1.0267674,0.33823722,fixed_b,-0.71256621,0.54288352,0.99377086,0,,1.9102078,2,2,"40,41,53,54,55,74,75,80,81,82",SPOC,120,197.2094,17.537866,1.0542513,286.47147,49.649021,0
K01831.03,Kepler-324 d,11601584,243271716,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,34.205785,183.2,175.85869,-259.65395,304.96062,-1.4275015,-0.38826517,-1.476492,-47.855412,156.05345,-1.4313033,-0.37999902,-0.27212424,,,0.19480793,0.034706215,inconclusive,,2.1459355,,0,,-0.084336721,8,9,"40,41,53,54,55,74,75,80,81,82",SPOC,120,,,0.5575834,286.47147,49.649021,0
K06242.01,,11656928,299154269,tic_kic_crossid,CANDIDATE,not_measured,,,212.43504,,,-4781.7791,2856.6478,,,,1118.5808,726.5545,,,,,,,1.0162024,inconclusive,,0.4,,0,,2.6927971,1,2,"40,41,53,54,55,74,75,80,81,82,14,15,26","QLP,SPOC","120,1800",,136.81011,,289.03772,49.712601,0
K06242.02,,11656928,299154269,tic_kic_crossid,CANDIDATE,not_measured,,,76.839946,,,-990.01965,535.72622,,,,-918.7994,372.29928,,,,,,,,inconclusive,,1.5335761,,0,,-0.99964593,3,3,"40,41,53,54,55,74,75,80,81,82,14,15,26","QLP,SPOC","120,1800",,,3.673474,289.03772,49.712601,0
K06242.03,,11656928,299154269,tic_kic_crossid,CANDIDATE,not_measurable,,,78.86684,86.1,83.734044,175.64336,435.84001,0.21071731,0.025388262,2.0976338,-351.57639,280.06016,-1.5514721,-0.40982499,-4.198727,,,0.59297683,1.4695021,duration_inconsistent,3.1105538,2.3518557,1.0040036,0,,2.5719828,2,3,"40,41,53,54,55,74,75,80,81,82,14,15,26","QLP,SPOC","120,1800",,,0.35162152,289.03772,49.712601,0
K00777.01,,11818800,27082725,tic_kic_crossid,CANDIDATE,not_measurable,,,40.419504,6256,6582.2718,6519.9652,4849.5935,-0.012802455,-0.15872861,0.99053418,1434.9298,1427.3553,-3.4670132,-0.92431596,0.21799917,-1.2272306,PDC_DEEPER_THAN_SAP,,,fixed_b,-0.3208348,0.52655288,0.99871506,0,,1.368167,1,1,"81,82,83",SPOC,120,455.41119,50.897861,,294.31686,50.080231,0
K02384.01,,12254688,299218362,tic_kic_crossid,CANDIDATE,not_measurable,,,62.682577,398.9,461.46624,-555.62773,711.96878,-1.4265053,-0.39619855,-1.2040485,-214.24162,522.87685,-1.28884,-0.34187632,-0.46426284,,,0.26244549,0.23867669,inconclusive,,1.6807354,,0,,2.0475251,3,5,"74,75,80,81,82,83,14,26,41,53,54,55,56","QLP,SPOC","120,1800,200,600",,,0.8031528,289.37381,50.934341,0
K01474.01,Kepler-419 b,12365184,27454084,name_planet,CONFIRMED,transit_not_recovered,,,69.726466,4491.2,4343.1627,-1423.8531,422.23298,-12.138491,-3.7901046,-0.32783785,-1224.2183,332.26263,-14.013398,-3.7202505,-0.28187253,,,1.1064247,0.8980252,inconclusive,,1.3572088,,0,,-2.6570346,4,5,"56,74,75,81,82,83,14,15,40,41,54,55","QLP,SPOC","120,1800,600",,,0.97073658,295.41788,51.184761,0
K04938.01,,2310993,138035770,tic_kic_crossid,CANDIDATE,not_measurable,,,55.180772,474.6,460.3335,-1247.1791,5764.1655,-0.29621866,-0.075987666,-2.7092946,-3319.2051,534.78106,-7.0391798,-1.8582955,-7.2104358,,,,,inconclusive,,2.2124901,,0,,1.3583998,1,1,"74,75",SPOC,120,,,,293.22018,37.610699,1
K02603.01,,2443393,137149050,tic_kic_crossid,CANDIDATE,not_measured,,,73.711039,136.7,132.58446,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,14,40,41,54,55","QLP,SPOC","120,1800,600",,,,291.45755,37.742935,1
K03053.01,Kepler-1419 b,2716801,137548280,name_planet,CONFIRMED,not_measured,,,42.521701,685.6,668.70789,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,292.25464,37.97142,1
K03343.01,,3236705,351059060,tic_kic_crossid,CANDIDATE,not_measured,,,83.26641,620,593.67308,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,74,SPOC,120,,,,291.85522,38.393131,1
K04307.01,,3558849,138888800,position_tic,CANDIDATE,not_measured,,,160.85008,428.1,429.14836,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,294.94983,38.60519,1
K04999.01,,3646449,137318670,tic_kic_crossid,CANDIDATE,not_measured,,,65.752109,382.5,368.54249,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,74,SPOC,120,,,,291.65906,38.712158,1
K01206.01,,3756801,138479540,tic_kic_crossid,CANDIDATE,not_measurable,,,422.91768,1367.7,1376.0574,-11.140561,802.94029,-1.7205286,-0.58457013,-0.0080960003,-1613.7014,842.55845,-3.535142,-0.93595232,-1.1726991,,,,,inconclusive,,1.7866055,,0,,0.74611938,1,1,"74,81,82,41,54,55,75","QLP,SPOC","120,200,600",,,,293.95459,38.899971,1
K05006.01,,3757521,138570340,tic_kic_crossid,CANDIDATE,not_measured,,,126.51458,,,927.8113,766.45815,,,,692.2765,474.17449,,,,-0.40386711,PDC_DEEPER_THAN_SAP,2.5077365,2.2845969,inconclusive,,2.081383,,0,,2.7480617,3,3,"40,41,55,54,74,75,81,82","QLP,SPOC,TESS-SPOC","120,200,600",540.19627,40.581586,3.1476139,294.12369,38.81583,1
K07546.01,,3965201,138645980,tic_kic_crossid,CANDIDATE,not_measurable,,,44.113873,196.3,190.76164,431.03923,495.60143,0.48383775,0.064825159,2.2595697,411.27925,306.596,0.71545503,0.18728263,2.1559851,-1.0208465,PDC_DEEPER_THAN_SAP,1.3216959,1.1647402,fixed_b,-0.507848,0.88499605,1.0064446,0,,2.0479388,5,5,"74,75,81,82,40,41,54,55","QLP,SPOC","120,600",352.50345,143.73358,5.4394053,294.31064,39.049702,1
