t_myr,m,m_eff,surprise,lambda,r_ball_pc,focus,rms_now_pc,rms_meet_pc,med_now_pc,sig_v_internal_kms,n_epochs_seen,mh_mad_dex,heterogeneous,co_natal_possible,rms_min_pc_p50,p_rms_lt_5pc,member_source_ids
12.0,12,12,6.94,1.575694924430505,7.13,21.3,171.83,8.07,230.0,12.82,1,,,,,,
12.0,12,12,6.94,1.575694924430505,7.13,23.14,199.19,8.61,282.34,15.51,1,,,,,,
11.0,12,12,6.94,1.5759035013933846,6.62,22.45,173.95,7.75,250.25,14.79,1,,,,,,
11.0,12,12,6.94,1.5759035013933846,6.62,19.41,172.5,8.89,234.62,14.71,1,,,,,,
5.0,9,9,6.94,0.7578645601031754,3.55,40.54,153.26,3.78,199.3,30.11,1,,,,,,
5.0,9,9,6.94,0.7578645601031754,3.55,26.15,75.16,2.87,83.92,14.38,1,,,,,,
10.5,9,9,6.94,0.7578815430610677,6.36,18.53,152.69,8.24,235.69,14.09,1,,,,,,
6.5,9,9,6.94,0.7579496608558964,4.32,37.26,145.71,3.91,211.92,21.67,1,,,,,,
6.5,7,7,6.94,0.36092840993137926,4.32,45.25,184.71,4.08,256.45,27.32,1,,,,,,
9.5,12,12,6.94,1.576645465428623,5.85,20.05,148.92,7.43,179.85,15.19,1,,,,,,
9.0,11,11,6.94,1.2782137128801627,5.6,23.17,172.37,7.44,238.33,18.34,1,,,,,,
9.0,11,11,6.94,1.2782137128801627,5.6,29.47,181.44,6.16,246.21,19.01,1,,,,,,
9.0,11,11,6.94,1.2782137128801627,5.6,23.18,178.0,7.68,229.99,18.97,1,,,,,,
9.0,11,11,6.94,1.2782137128801627,5.6,29.37,182.69,6.22,236.08,19.62,1,,,,,,
9.0,11,11,6.94,1.2782137128801627,5.6,30.77,177.89,5.78,230.13,18.53,1,,,,,,
7.0,10,9,6.93,1.0046002374817495,4.57,22.99,116.78,5.08,147.79,15.81,1,,,,,,
6.5,11,11,6.93,1.2787177951854578,4.32,23.74,135.09,5.69,138.38,19.88,1,,,,,,
6.0,10,10,6.93,1.0049671090021925,4.06,23.25,97.32,4.18,143.11,15.9,1,,,,,,
6.0,10,10,6.93,1.0049671090021925,4.06,23.57,102.37,4.34,133.42,16.33,1,,,,,,
10.5,10,10,6.93,1.0050168288418506,6.36,26.36,203.41,7.72,292.71,18.47,1,,,,,,
10.5,10,10,6.93,1.0050168288418506,6.36,24.0,151.67,6.32,196.02,13.66,1,,,,,,
10.5,10,10,6.93,1.0050168288418506,6.36,18.37,122.23,6.65,172.1,11.17,1,,,,,,
12.0,13,13,6.93,1.9001027029897266,7.13,17.56,175.68,10.01,238.58,14.0,1,,,,,,
12.0,13,13,6.93,1.9001027029897266,7.13,28.2,191.18,6.78,270.28,14.89,1,,,,,,
12.0,13,13,6.93,1.9001027029897266,7.13,17.51,157.78,9.01,231.11,12.0,1,,,,,,
11.0,14,14,6.93,2.2433449843364657,6.62,22.59,179.17,7.93,241.51,15.27,1,,,,,,
8.0,11,11,6.93,1.2789980099159952,5.08,29.49,171.99,5.83,233.61,20.42,1,,,,,,
10.0,10,10,6.93,1.0053682255147776,6.11,23.04,161.9,7.03,214.94,15.52,1,,,,,,
11.0,11,11,6.93,1.279262842307571,6.62,19.97,182.22,9.12,248.22,15.8,1,,,,,,
11.0,11,11,6.93,1.279262842307571,6.62,21.3,181.0,8.5,222.89,15.29,1,,,,,,
11.0,11,11,6.93,1.279262842307571,6.62,33.27,205.24,6.17,285.22,16.98,1,,,,,,
11.5,12,12,6.93,1.578520806703406,6.87,18.31,157.19,8.59,202.63,13.0,1,,,,,,
11.5,12,12,6.93,1.578520806703406,6.87,29.42,186.22,6.33,256.75,15.49,1,,,,,,
11.5,12,12,6.93,1.578520806703406,6.87,23.72,177.96,7.5,252.02,14.68,1,,,,,,
7.0,9,9,6.93,0.7595757893154691,4.57,26.81,142.16,5.3,206.7,19.36,1,,,,,,
7.0,9,9,6.93,0.7595757893154691,4.57,35.09,159.17,4.54,238.06,22.07,1,,,,,,
6.0,11,11,6.93,1.2798299080455273,4.06,27.11,116.39,4.29,131.11,18.96,1,,,,,,
5.5,8,8,6.93,0.5443983598230934,3.81,28.52,99.36,3.48,134.3,17.39,1,,,,,,
6.0,9,9,6.93,0.7601674286042226,4.06,32.12,147.69,4.6,210.4,23.77,1,,,,,,
6.0,9,9,6.93,0.7601674286042226,4.06,43.55,173.59,3.99,243.48,28.06,1,,,,,,
9.0,12,12,6.92,1.580948539614938,5.6,20.74,166.99,8.05,217.81,18.1,1,,,,,,
9.0,12,12,6.92,1.580948539614938,5.6,26.65,158.21,5.94,201.8,17.09,1,,,,,,
9.0,12,12,6.92,1.580948539614938,5.6,20.71,137.35,6.63,186.83,14.72,1,,,,,,
9.5,11,11,6.92,1.2818255816492874,5.85,23.44,167.82,7.16,222.39,16.4,1,,,,,,
9.5,11,11,6.92,1.2818255816492874,5.85,24.21,141.64,5.85,205.01,13.77,1,,,,,,
12.0,14,14,6.92,2.2476824657317493,7.13,21.65,163.55,7.55,216.2,13.12,1,,,,,,
10.5,12,12,6.92,1.5816658289970107,6.36,34.23,208.85,6.1,285.77,18.96,1,,,,,,
10.5,12,12,6.92,1.5816658289970107,6.36,18.85,125.6,6.66,162.53,11.2,1,,,,,,
10.5,12,12,6.92,1.5816658289970107,6.36,20.9,187.98,8.99,265.66,16.6,1,,,,,,
10.5,12,12,6.92,1.5816658289970107,6.36,21.57,155.29,7.2,221.79,13.74,1,,,,,,
10.5,12,12,6.92,1.5816658289970107,6.36,14.25,132.68,9.31,179.32,11.86,1,,,,,,
10.0,11,11,6.92,1.282208751381166,6.11,28.58,212.87,7.45,281.59,20.38,1,,,,,,
10.0,11,11,6.92,1.282208751381166,6.11,25.2,177.62,7.05,235.33,16.49,1,,,,,,
6.0,8,8,6.92,0.5454308668516173,4.06,31.88,121.7,3.82,173.08,19.83,1,,,,,,
8.0,12,12,6.92,1.581918591211889,5.08,27.73,177.47,6.4,249.03,21.34,1,,,,,,
8.0,12,12,6.92,1.581918591211889,5.08,31.35,176.06,5.62,250.6,20.76,1,,,,,,
12.5,13,12,6.92,1.9056740551654021,7.38,20.65,165.34,8.01,217.06,12.17,1,,,,,,
13.0,11,11,6.92,1.2832877050074158,7.64,20.05,165.19,8.24,219.06,11.83,1,,,,,,
13.0,11,11,6.92,1.2832877050074158,7.64,21.4,173.26,8.1,242.22,12.47,1,,,,,,
13.0,11,11,6.92,1.2832877050074158,7.64,26.46,203.47,7.69,295.62,14.84,1,,,,,,
7.5,11,11,6.92,1.2833078425397526,4.83,23.86,144.18,6.04,188.56,18.84,1,,,,,,
9.0,13,13,6.92,1.906108168330067,5.6,25.28,172.03,6.8,217.4,18.42,1,,,,,,
9.0,10,10,6.92,1.0091160891159179,5.6,22.83,150.24,6.58,200.12,15.71,1,,,,,,
9.0,10,10,6.92,1.0091160891159179,5.6,26.23,164.42,6.27,228.56,17.7,1,,,,,,
4.5,8,8,6.92,0.546275558560832,3.3,32.8,120.96,3.69,165.57,26.0,1,,,,,,
7.5,10,10,6.92,1.0093432469413786,4.83,25.55,185.07,7.24,245.6,24.21,1,,,,,,
8.0,10,10,6.91,1.009735270986312,5.08,37.58,181.79,4.84,257.55,21.86,1,,,,,,
8.0,8,7,6.91,0.546939938450919,5.08,42.62,205.33,4.82,315.19,24.47,1,,,,,,
10.5,11,11,6.91,1.2851034860600712,6.36,20.71,151.58,7.32,205.72,13.33,1,,,,,,
10.5,11,11,6.91,1.2851034860600712,6.36,17.02,143.51,8.43,214.42,12.86,1,,,,,,
6.5,10,10,6.91,1.010599547807862,4.32,29.74,108.23,3.64,153.6,16.12,1,,,,,,
7.0,10,10,6.91,1.0107258486859065,4.57,28.21,145.79,5.17,209.11,20.18,1,,,,,,
13.0,14,14,6.91,2.252882859901909,7.64,22.74,185.33,8.15,256.49,13.4,1,,,,,,
13.0,14,14,6.91,2.252882859901909,7.64,17.05,170.03,9.97,212.56,11.95,1,,,,,,
3.5,8,8,6.91,0.5473365151441533,2.79,22.14,67.17,3.03,97.01,18.61,1,,,,,,
7.5,12,12,6.91,1.5861108166221662,4.83,40.04,194.69,4.86,247.17,24.75,1,,,,,,
11.0,13,13,6.91,1.909624242864925,6.62,24.74,191.95,7.76,253.73,16.6,1,,,,,,
4.5,9,9,6.91,0.7643267268939372,3.3,62.81,177.77,2.83,235.46,38.89,1,,,,,,
8.5,11,11,6.91,1.2865511095671336,5.34,33.39,186.56,5.59,265.76,20.44,1,,,,,,
8.5,11,11,6.91,1.2865511095671336,5.34,24.82,168.22,6.78,223.35,18.36,1,,,,,,
8.5,11,11,6.91,1.2865511095671336,5.34,21.97,123.47,5.62,155.95,13.86,2,,,,,,
8.5,11,11,6.91,1.2865511095671336,5.34,17.86,141.37,7.91,189.17,16.24,1,,,,,,
6.0,9,9,6.91,0.7644621598392747,4.06,46.15,154.8,3.35,192.44,24.81,1,,,,,,
8.5,13,13,6.91,1.9103334657208955,5.34,19.59,142.43,7.27,185.32,16.13,1,,,,,,
12.0,9,9,6.91,0.764675478032451,7.13,27.88,203.14,7.29,289.72,15.58,1,,,,,,
12.0,9,9,6.91,0.764675478032451,7.13,22.58,173.36,7.68,235.94,13.62,1,,,,,,
13.0,13,13,6.91,1.910672805233264,7.64,18.4,200.39,10.89,270.24,13.91,1,,,,,,
13.0,13,13,6.91,1.910672805233264,7.64,16.33,174.64,10.7,229.48,11.1,1,,,,,,
13.0,13,13,6.91,1.910672805233264,7.64,15.34,166.61,10.86,208.33,12.04,1,,,,,,
11.5,13,13,6.91,1.910840976535702,6.87,17.09,162.69,9.52,210.75,13.29,1,,,,,,
11.5,13,13,6.91,1.910840976535702,6.87,23.92,178.06,7.44,245.29,14.78,1,,,,,,
10.5,13,13,6.9,1.9111795433713878,6.36,20.91,173.36,8.29,224.27,15.59,1,,,,,,
12.5,11,11,6.9,1.2876176048414876,7.38,23.25,198.28,8.53,256.34,15.28,1,,,,,,
12.5,11,11,6.9,1.2876176048414876,7.38,21.65,184.99,8.55,265.33,13.33,1,,,,,,
12.5,11,11,6.9,1.2876176048414876,7.38,19.16,190.93,9.97,259.56,14.39,1,,,,,,
11.5,11,11,6.9,1.287740658100147,6.87,16.54,169.03,10.22,233.95,13.56,1,,,,,,
9.5,10,10,6.9,1.012642209502937,5.85,25.97,176.99,6.82,247.03,17.85,1,,,,,,
10.0,12,12,6.9,1.5881903852334893,6.11,22.14,169.72,7.67,212.2,15.93,1,,,,,,
10.0,12,12,6.9,1.5881903852334893,6.11,24.85,169.03,6.8,210.85,15.52,1,,,,,,
10.0,12,12,6.9,1.5881903852334893,6.11,24.12,182.28,7.56,249.36,16.6,1,,,,,,
10.0,12,11,6.9,1.5881903852334893,6.11,22.36,178.78,8.0,244.37,16.73,1,,,,,,
4.5,8,8,6.9,0.5485708340169699,3.3,43.94,131.99,3.0,187.97,28.44,1,,,,,,
9.5,12,12,6.9,1.5894637212451161,5.85,27.44,166.58,6.07,227.8,16.35,1,,,,,,
9.5,12,12,6.9,1.5894637212451161,5.85,23.3,186.24,7.99,262.58,18.6,1,,,,,,
9.5,12,12,6.9,1.5894637212451161,5.85,19.74,156.97,7.95,197.22,15.17,1,,,,,,
8.5,10,10,6.9,1.013646328749863,5.34,25.65,153.95,6.0,202.78,17.68,1,,,,,,
6.5,11,11,6.9,1.2890300354692117,4.32,36.58,203.33,5.56,289.83,30.64,1,,,,,,
9.0,11,11,6.9,1.2894261138703396,5.6,21.65,179.19,8.28,236.85,19.32,1,,,,,,
9.0,11,11,6.9,1.2894261138703396,5.6,30.72,181.94,5.92,251.52,19.29,1,,,,,,
9.0,11,11,6.9,1.2894261138703396,5.6,39.44,198.01,5.02,275.28,20.68,1,,,,,,
9.0,11,11,6.9,1.2894261138703396,5.6,19.85,149.32,7.52,186.08,16.15,1,,,,,,
9.0,8,8,6.9,0.5494076485186664,5.6,23.09,151.88,6.58,219.89,15.87,1,,,,,,
5.5,10,10,6.9,1.0145605796703103,3.81,27.78,128.46,4.62,172.82,22.91,1,,,,,,
9.0,12,12,6.89,1.592160940605115,5.6,27.25,144.38,5.3,168.16,15.27,1,,,,,,
9.0,12,12,6.89,1.592160940605115,5.6,20.39,137.27,6.73,153.7,14.75,1,,,,,,
9.0,12,12,6.89,1.592160940605115,5.6,18.61,147.69,7.93,198.15,16.03,1,,,,,,
3.0,7,7,6.89,0.3666582435598927,2.53,64.59,158.42,2.45,214.05,51.55,1,,,,,,
4.0,9,9,6.89,0.7678194946639931,3.04,25.87,105.14,4.06,140.79,25.99,1,,,,,,
12.5,15,15,6.89,2.626739913876635,7.38,20.7,173.97,8.4,239.83,12.44,1,,,,,,
12.5,15,15,6.89,2.626739913876635,7.38,18.79,191.25,10.18,243.17,13.78,1,,,,,,
11.5,9,9,6.89,0.7684903927371847,6.87,19.6,142.72,7.28,191.18,11.62,2,,,,,,
7.5,10,10,6.89,1.0165528415623883,4.83,30.32,171.16,5.65,226.64,22.26,1,,,,,,
7.0,11,11,6.89,1.2925039640771292,4.57,31.89,146.57,4.6,181.98,20.28,1,,,,,,
9.5,8,8,6.89,0.5511850001091936,5.85,36.84,189.51,5.14,281.12,19.2,1,,,,,,
6.0,9,9,6.89,0.7687568910743269,4.06,41.7,159.15,3.82,203.65,25.02,1,,,,,,
7.0,10,10,6.89,1.0168514598900635,4.57,19.33,124.06,6.42,165.75,16.93,1,,,,,,
7.0,10,10,6.89,1.0168514598900635,4.57,30.02,174.08,5.8,254.06,23.82,1,,,,,,
7.0,10,10,6.89,1.0168514598900635,4.57,21.0,104.04,4.95,144.14,14.1,1,,,,,,
4.5,7,6,6.89,0.36724407298207196,3.3,45.99,117.95,2.56,128.37,25.6,1,,,,,,
7.0,8,8,6.89,0.5513050083741308,4.57,33.67,179.37,5.33,177.11,24.7,1,,,,,,
7.0,8,8,6.89,0.5513050083741308,4.57,26.11,123.47,4.73,185.26,17.38,1,,,,,,
9.5,9,9,6.89,0.7690953489895724,5.85,24.88,190.89,7.67,248.88,18.48,1,,,,,,
11.0,12,12,6.89,1.5944435425862482,6.62,21.18,168.25,7.94,236.25,14.66,1,,,,,,
11.0,12,12,6.89,1.5944435425862482,6.62,19.98,150.54,7.54,165.66,12.53,1,,,,,,
11.0,12,12,6.89,1.5944435425862482,6.62,24.99,182.06,7.29,251.67,15.73,1,,,,,,
4.0,8,8,6.89,0.5515323130685021,3.04,35.44,101.83,2.87,144.99,24.63,1,,,,,,
6.5,8,8,6.88,0.5517048551808226,4.32,47.82,182.15,3.81,236.63,27.36,1,,,,,,
11.5,10,10,6.88,1.0177305201114064,6.87,22.29,164.81,7.39,214.06,13.37,1,,,,,,
11.5,10,10,6.88,1.0177305201114064,6.87,25.55,188.05,7.36,244.55,15.49,1,,,,,,
11.5,10,10,6.88,1.0177305201114064,6.87,28.79,153.43,5.33,193.12,11.59,2,,,,,,
8.0,10,10,6.88,1.0181497315778647,5.08,18.81,113.17,6.02,169.88,13.51,1,,,,,,
13.0,9,9,6.88,0.7699726230044496,7.64,18.08,145.66,8.06,180.04,11.07,2,,,,,,
13.0,9,9,6.88,0.7699726230044496,7.64,21.1,189.05,8.96,247.93,13.81,1,,,,,,
13.0,9,9,6.88,0.7699726230044496,7.64,17.97,150.77,8.39,196.86,11.08,2,,,,,,
9.5,11,11,6.88,1.29464383746578,5.85,22.44,159.38,7.1,207.01,15.86,1,,,,,,
9.5,11,11,6.88,1.29464383746578,5.85,23.3,156.19,6.7,192.62,15.33,1,,,,,,
9.5,11,11,6.88,1.29464383746578,5.85,19.59,158.33,8.08,207.9,15.6,1,,,,,,
12.5,14,14,6.88,2.2662069845210184,7.38,19.51,180.5,9.25,237.14,13.46,1,,,,,,
12.5,12,12,6.88,1.5966458300034445,7.38,18.94,162.33,8.57,211.3,11.49,1,,,,,,
12.5,12,12,6.88,1.5966458300034445,7.38,15.96,166.24,10.42,223.82,12.56,1,,,,,,
12.5,12,12,6.88,1.5966458300034445,7.38,16.56,183.1,11.05,254.94,13.54,1,,,,,,
12.5,12,12,6.88,1.5966458300034445,7.38,17.96,155.35,8.65,218.68,12.02,1,,,,,,
5.5,9,9,6.88,0.770641834035288,3.81,31.22,152.16,4.87,211.33,27.08,1,,,,,,
13.0,12,12,6.88,1.59698025512034,7.64,13.97,147.71,10.58,204.46,10.1,1,,,,,,
8.0,11,11,6.88,1.2958269310991004,5.08,28.66,144.41,5.04,191.36,16.68,1,,,,,,
8.0,11,11,6.88,1.2958269310991004,5.08,25.82,148.03,5.73,211.0,17.74,1,,,,,,
8.0,11,11,6.88,1.2958269310991004,5.08,24.43,156.01,6.39,213.54,18.57,1,,,,,,
12.0,10,10,6.88,1.019567304043268,7.13,18.86,173.05,9.18,238.71,13.42,1,,,,,,
11.0,10,10,6.88,1.0197022656074843,6.62,31.6,202.68,6.41,296.34,16.75,1,,,,,,
11.0,10,10,6.88,1.0197022656074843,6.62,22.24,149.97,6.74,212.22,12.69,1,,,,,,
4.5,8,8,6.88,0.5531613849292459,3.3,43.96,145.45,3.31,175.54,31.45,1,,,,,,
8.5,11,11,6.88,1.2962977088820362,5.34,33.62,188.76,5.61,271.57,21.48,1,,,,,,
8.5,11,11,6.88,1.2962977088820362,5.34,16.73,131.79,7.88,188.66,14.5,1,,,,,,
10.0,10,10,6.88,1.0199387795077455,6.11,26.35,176.51,6.7,253.41,16.68,1,,,,,,
10.0,10,10,6.88,1.0199387795077455,6.11,30.32,185.17,6.11,269.28,17.26,1,,,,,,
10.0,10,10,6.88,1.0199387795077455,6.11,20.32,170.35,8.39,224.16,16.4,1,,,,,,
9.5,13,13,6.87,1.9227383724739309,5.85,22.18,169.5,7.64,234.0,16.64,1,,,,,,
10.5,12,12,6.87,1.5981415147157294,6.36,25.46,165.78,6.51,231.79,14.87,1,,,,,,
10.5,12,12,6.87,1.5981415147157294,6.36,24.21,139.17,5.75,190.36,12.0,1,,,,,,
7.5,9,9,6.87,0.7714266244480537,4.83,28.3,169.67,6.0,245.95,21.56,1,,,,,,
8.5,12,12,6.87,1.5984422876440145,5.34,25.94,163.07,6.29,219.58,18.48,1,,,,,,
10.0,11,11,6.87,1.2967793053741337,6.11,25.85,208.32,8.06,285.21,19.97,1,,,,,,
10.0,11,11,6.87,1.2967793053741337,6.11,27.98,170.43,6.09,232.58,16.05,1,,,,,,
12.0,13,13,6.87,1.9232746871725281,7.13,15.38,132.23,8.6,175.05,9.6,1,,,,,,
8.0,12,12,6.87,1.5987475123949944,5.08,25.38,170.34,6.71,220.71,20.32,1,,,,,,
8.0,12,12,6.87,1.5987475123949944,5.08,28.58,170.02,5.95,225.07,20.27,1,,,,,,
12.0,12,12,6.87,1.5988669086133063,7.13,23.15,165.44,7.15,204.15,12.57,1,,,,,,
12.0,12,12,6.87,1.5988669086133063,7.13,16.82,146.3,8.7,184.01,10.84,1,,,,,,
10.0,8,8,6.87,0.5536810517327762,6.11,29.71,192.93,6.49,274.29,18.02,1,,,,,,
11.5,12,12,6.87,1.5992908173179246,6.87,25.62,202.53,7.91,280.82,16.33,1,,,,,,
11.5,12,12,6.87,1.5992908173179246,6.87,17.25,154.87,8.98,232.65,12.75,2,,,,,,
6.5,10,10,6.87,1.0209117880916156,4.32,27.56,148.7,5.39,189.08,21.76,1,,,,,,
12.0,11,11,6.87,1.2976311142368866,7.13,19.98,201.26,10.07,260.26,15.56,1,,,,,,
12.0,11,11,6.87,1.2976311142368866,7.13,18.31,130.52,7.13,166.5,10.52,1,,,,,,
12.0,11,11,6.87,1.2976311142368866,7.13,20.9,183.22,8.77,260.33,13.8,1,,,,,,
12.0,11,11,6.87,1.2976311142368866,7.13,16.93,126.36,7.47,180.02,9.33,2,,,,,,
7.5,11,11,6.87,1.2977270317817722,4.83,25.37,168.26,6.63,249.73,21.59,1,,,,,,
6.0,7,7,6.87,0.36934688621448103,4.06,38.17,138.33,3.62,195.05,22.27,1,,,,,,
11.0,11,11,6.87,1.2978028835004345,6.62,21.65,202.58,9.36,297.85,17.02,1,,,,,,
11.0,11,11,6.87,1.2978028835004345,6.62,18.01,146.26,8.12,200.52,12.92,1,,,,,,
11.0,11,11,6.87,1.2978028835004345,6.62,30.43,216.44,7.11,276.09,18.39,1,,,,,,
11.0,11,11,6.87,1.2978028835004345,6.62,19.68,149.34,7.59,196.1,12.58,1,,,,,,
12.0,14,14,6.87,2.2708544499145513,7.13,16.56,175.57,10.6,243.4,13.46,1,,,,,,
12.0,14,14,6.87,2.2708544499145513,7.13,16.64,139.27,8.37,180.81,10.66,1,,,,,,
10.5,10,10,6.87,1.0214925145605693,6.36,19.51,156.45,8.02,210.42,13.69,1,,,,,,
10.5,10,10,6.87,1.0214925145605693,6.36,23.16,181.5,7.84,248.46,15.59,1,,,,,,
5.5,10,10,6.87,1.0216306882394415,3.81,35.39,153.97,4.35,202.49,27.25,1,,,,,,
5.5,10,10,6.87,1.0216306882394415,3.81,30.32,138.52,4.57,179.08,24.18,1,,,,,,
6.0,10,10,6.87,1.0221460339424009,4.06,30.97,160.59,5.18,228.54,26.0,1,,,,,,
6.5,9,9,6.87,0.7734180212815269,4.32,42.53,170.76,4.02,178.64,25.47,1,,,,,,
6.5,9,9,6.87,0.7734180212815269,4.32,36.95,179.77,4.87,255.98,27.13,1,,,,,,
6.5,9,9,6.87,0.7734180212815269,4.32,36.51,145.95,4.0,185.35,21.89,1,,,,,,
6.5,11,11,6.87,1.2993422757529653,4.32,28.24,145.87,5.16,188.88,21.95,1,,,,,,
6.5,11,11,6.87,1.2993422757529653,4.32,27.28,152.19,5.58,185.32,22.67,1,,,,,,
9.5,12,12,6.86,1.6022819770616092,5.85,22.25,167.69,7.54,235.15,17.04,1,,,,,,
9.5,12,12,6.86,1.6022819770616092,5.85,23.01,174.01,7.56,225.64,17.57,1,,,,,,
9.5,12,12,6.86,1.6022819770616092,5.85,25.05,147.4,5.89,207.07,14.18,2,,,,,,
10.5,13,13,6.86,1.927655229090107,6.36,17.46,135.54,7.77,190.47,12.27,2,,,,,,
8.0,9,9,6.86,0.7741303744228393,5.08,33.71,193.29,5.73,258.82,23.14,1,,,,,,
8.5,10,10,6.86,1.0233929280647656,5.34,30.74,168.3,5.48,246.63,18.78,1,,,,,,
10.0,12,12,6.86,1.6027609392264575,6.11,23.26,159.76,6.87,203.19,14.83,1,,,,,,
10.0,12,12,6.86,1.6027609392264575,6.11,19.27,133.93,6.95,162.26,12.5,2,,,,,,
10.0,12,12,6.86,1.6027609392264575,6.11,12.12,94.41,7.79,122.74,8.79,1,,,,,,
11.0,13,13,6.86,1.9281642840577886,6.62,19.14,173.85,9.08,238.68,14.2,1,,,,,,
9.0,11,11,6.86,1.3006385148605164,5.6,25.39,151.08,5.95,203.09,15.99,1,,,,,,
9.0,11,11,6.86,1.3006385148605164,5.6,27.54,178.58,6.48,242.47,19.03,1,,,,,,
10.5,9,9,6.86,0.7743572287797865,6.36,26.48,207.32,7.83,285.92,18.91,1,,,,,,
10.5,9,9,6.86,0.7743572287797865,6.36,19.49,138.83,7.12,195.81,12.38,1,,,,,,
7.5,10,10,6.86,1.0237624361833981,4.83,28.51,153.21,5.37,183.88,19.76,1,,,,,,
9.0,12,12,6.86,1.6033733415952918,5.6,31.84,205.15,6.44,279.36,21.66,1,,,,,,
9.0,12,12,6.86,1.6033733415952918,5.6,24.25,186.0,7.67,278.63,19.31,1,,,,,,
2.5,7,7,6.86,0.37075042446334294,2.28,36.98,95.18,2.57,133.05,37.12,1,,,,,,
1.5,5,5,6.86,0.11278246872883047,1.77,55.28,74.67,1.35,113.15,48.67,1,,,,,,
12.0,8,8,6.86,0.5561276203872371,7.13,18.36,153.32,8.35,217.37,11.02,1,,,,,,
12.0,8,8,6.86,0.5561276203872371,7.13,17.37,155.41,8.94,213.58,12.31,1,,,,,,
10.5,11,11,6.86,1.3015791717787903,6.36,21.44,137.83,6.43,175.61,12.22,1,,,,,,
11.0,8,8,6.86,0.5562012357859006,6.62,25.25,193.85,7.68,275.04,15.95,1,,,,,,
5.0,9,9,6.86,0.7750887546509748,3.55,50.15,156.84,3.13,179.38,30.71,1,,,,,,
5.0,9,9,6.86,0.7750887546509748,3.55,27.44,127.35,4.64,161.9,24.85,1,,,,,,
6.5,7,7,6.86,0.3712406502151329,4.32,24.24,111.84,4.61,162.67,16.47,1,,,,,,
6.5,8,8,6.85,0.5568609753226994,4.32,27.93,115.58,4.14,172.51,17.42,1,,,,,,
9.5,10,10,6.85,1.02546046531943,5.85,22.07,132.96,6.02,171.98,12.77,1,,,,,,
2.5,6,5,6.85,0.22275229168367852,2.28,26.3,51.74,1.97,74.82,19.9,1,,,,,,
12.5,13,13,6.85,1.9314264072622314,7.38,20.97,189.23,9.02,253.03,14.57,1,,,,,,
12.5,13,13,6.85,1.9314264072622314,7.38,21.65,184.21,8.51,235.28,14.61,1,,,,,,
12.5,13,13,6.85,1.9314264072622314,7.38,19.53,186.07,9.53,247.69,13.99,1,,,,,,
12.5,13,13,6.85,1.9314264072622314,7.38,16.21,156.88,9.68,196.53,11.96,1,,,,,,
3.5,8,8,6.85,0.5570361495897458,2.79,38.43,111.14,2.89,173.41,30.96,1,,,,,,
11.5,13,13,6.85,1.9316109871502205,6.87,19.49,189.01,9.7,260.63,15.64,1,,,,,,
11.5,13,13,6.85,1.9316109871502205,6.87,24.38,189.1,7.76,267.83,15.04,1,,,,,,
11.5,13,12,6.85,1.9316109871502205,6.87,15.59,115.93,7.43,143.19,8.97,1,,,,,,
6.5,10,10,6.85,1.0260679082334925,4.32,28.17,143.58,5.1,172.19,21.34,1,,,,,,
7.0,8,8,6.85,0.5574306195782879,4.57,31.74,146.48,4.61,221.04,19.84,1,,,,,,
8.0,10,10,6.85,1.0265641921694173,5.08,26.59,142.37,5.35,191.19,17.43,1,,,,,,
13.0,10,10,6.85,1.0266301640059328,7.64,19.11,161.34,8.44,208.08,11.47,1,,,,,,
13.0,10,10,6.85,1.0266301640059328,7.64,16.59,158.8,9.57,214.73,11.25,1,,,,,,
13.0,10,10,6.85,1.0266301640059328,7.64,16.77,126.64,7.55,156.2,9.5,2,,,,,,
7.0,11,10,6.85,1.304755186485443,4.57,26.58,151.53,5.7,205.79,20.92,1,,,,,,
6.0,9,9,6.85,0.777346353544431,4.06,25.92,130.62,5.04,187.89,21.2,1,,,,,,
7.5,11,11,6.85,1.3049366264027822,4.83,31.98,198.66,6.21,271.04,25.19,1,,,,,,
6.0,8,8,6.85,0.5583150605567736,4.06,34.57,127.09,3.68,121.97,20.75,1,,,,,,
7.5,9,9,6.84,0.7786362190690633,4.83,22.86,119.51,5.23,160.93,15.46,1,,,,,,
7.5,9,9,6.84,0.7786362190690633,4.83,30.65,172.62,5.63,231.26,21.99,1,,,,,,
7.5,9,9,6.84,0.7786362190690633,4.83,28.68,130.57,4.55,187.67,16.62,1,,,,,,
7.5,9,9,6.84,0.7786362190690633,4.83,27.26,151.11,5.54,196.71,19.64,1,,,,,,
11.0,9,9,6.84,0.7786817301002608,6.62,34.11,193.69,5.68,305.96,16.35,1,,,,,,
11.0,9,9,6.84,0.7786817301002608,6.62,14.36,130.73,9.1,177.14,10.79,2,,,,,,
7.0,10,10,6.84,1.0291026822983775,4.57,37.11,167.86,4.52,210.05,23.26,1,,,,,,
10.0,13,13,6.84,1.9378836810647166,6.11,28.74,215.43,7.5,287.99,20.08,1,,,,,,
10.0,13,13,6.84,1.9378836810647166,6.11,19.65,153.39,7.8,204.33,14.81,1,,,,,,
10.0,13,13,6.84,1.9378836810647166,6.11,22.12,155.75,7.04,214.72,14.74,1,,,,,,
12.5,10,10,6.84,1.03009408387319,7.38,26.26,183.83,7.0,240.57,13.06,1,,,,,,
